CD_PROGRAMA_IES,AN_BASE,CD_AREA_AVALIACAO,CONCEITO_PROGRAMA,Total_docentes,Mulheres,Homens,Brasileiros,Estrangeiros,QTDE_Regime_Parcial,QTDE_Regime_Integral,QTDE_Regime_Exclusivo,QTDE_Prof_Doutor,QTDE_Prof_NaoDoutor,QTDE_titulados_Brasil,QTDE_titulados_Exterior,Profs_Colaboradores,Profs_ServidoresPublicos,Profs_VinculoCLT,Profs_Aposentados,Profs_BolsaDeFixacao,Total_cursos,MEDIA_CONCEITO_CURSO
41020014003P2,2016,45,3,20,10,10,19,1,1,15,4,20,0,19,1,1,18,0,0,1,1,3.0
41020014003P2,2017,45,3,23,12,11,22,1,1,13,9,23,0,22,1,1,21,0,0,1,1,3.0
41020014003P2,2018,45,3,22,12,10,21,1,0,13,9,22,0,21,1,0,21,0,0,1,1,3.0
41020014003P2,2019,45,3,22,12,10,21,1,0,13,9,22,0,21,1,0,21,0,0,1,1,3.0
41020014004P9,2014,49,3,17,5,12,17,0,0,15,2,17,0,17,0,0,17,0,0,0,1,3.0
41020014004P9,2015,49,3,16,5,11,16,0,0,13,3,16,0,16,0,0,16,0,0,0,1,3.0
41020014004P9,2016,49,3,20,6,14,20,0,1,13,6,20,0,20,0,1,19,0,0,0,1,3.0
41020014004P9,2017,49,3,20,6,14,20,0,1,13,6,20,0,20,0,1,19,0,0,0,1,3.0
41020014004P9,2018,49,3,17,6,11,17,0,1,11,5,17,0,17,0,1,16,0,0,0,1,3.0
41020014004P9,2019,49,3,16,5,11,16,0,1,11,4,16,0,16,0,1,15,0,0,0,1,3.0
41020014005P5,2015,45,3,15,0,15,15,0,14,0,1,15,0,15,0,1,13,1,0,0,1,3.0
41020014005P5,2016,45,3,18,2,16,18,0,11,0,7,18,0,18,0,1,17,0,0,0,1,3.0
41020014005P5,2017,45,3,17,3,14,17,0,8,2,7,17,0,17,0,1,16,0,0,0,1,3.0
41020014005P5,2018,45,3,20,5,15,20,0,8,3,9,20,0,20,0,1,19,0,0,0,1,3.0
41020014005P5,2019,45,3,20,6,14,20,0,8,3,9,20,0,20,0,1,19,0,0,0,1,3.0
41020014006P1,2015,38,3,13,7,6,13,0,0,0,13,13,0,13,0,0,13,0,0,0,1,3.0
41020014006P1,2016,38,3,13,7,6,13,0,0,0,13,13,0,13,0,0,13,0,0,0,1,3.0
41020014006P1,2017,38,3,13,7,6,13,0,0,0,13,13,0,13,0,0,13,0,0,0,1,3.0
41020014006P1,2018,38,3,16,9,7,16,0,0,0,16,16,0,16,0,0,16,0,0,0,1,3.0
41020014006P1,2019,38,3,16,9,7,16,0,0,0,16,16,0,16,0,0,16,0,0,0,1,3.0
41020014007P8,2015,45,3,14,7,7,14,0,14,0,0,14,0,13,1,1,13,0,0,0,1,3.0
41020014007P8,2016,45,3,14,7,7,14,0,14,0,0,14,0,13,1,1,13,0,0,0,1,3.0
41020014007P8,2017,45,3,17,8,9,17,0,15,0,2,17,0,16,1,1,16,0,0,0,1,3.0
41020014007P8,2018,45,3,17,8,9,17,0,14,0,3,17,0,16,1,1,16,0,0,0,1,3.0
41020014007P8,2019,45,3,17,8,9,17,0,14,0,3,17,0,16,1,1,16,0,0,0,1,3.0
41020014008P4,2016,40,3,15,3,12,15,0,6,0,9,15,0,14,1,1,10,0,0,4,1,3.0
41020014008P4,2017,40,3,17,5,12,17,0,6,0,11,17,0,16,1,1,12,0,0,4,1,3.0
41020014008P4,2018,40,3,17,5,12,17,0,6,0,11,17,0,16,1,1,12,0,0,4,1,3.0
41020014008P4,2019,40,3,16,5,11,16,0,5,1,10,16,0,15,1,1,12,0,0,3,1,3.0
41020014009P0,2016,49,3,14,4,10,14,0,2,0,12,14,0,14,0,2,12,0,0,0,1,3.0
41020014009P0,2017,49,3,19,7,12,19,0,2,0,17,19,0,19,0,2,17,0,0,0,1,3.0
41020014009P0,2018,49,3,18,7,11,18,0,2,0,16,18,0,18,0,2,16,0,0,0,1,3.0
41020014009P0,2019,49,3,18,7,11,18,0,2,0,16,18,0,18,0,2,16,0,0,0,1,3.0
41020014010P9,2016,25,3,20,12,8,20,0,5,0,15,20,0,18,2,3,17,0,0,0,1,3.0
41020014010P9,2017,25,3,20,12,8,20,0,5,0,15,20,0,18,2,3,17,0,0,0,1,3.0
41020014010P9,2018,25,3,20,12,8,20,0,4,0,16,20,0,18,2,3,17,0,0,0,1,3.0
41020014010P9,2019,25,3,18,11,7,18,0,2,0,16,18,0,17,1,1,17,0,0,0,1,3.0
41020014011P5,2017,24,3,17,10,7,17,0,3,0,14,17,0,16,1,2,15,0,0,0,1,3.0
41020014011P5,2018,24,3,17,10,7,17,0,3,0,14,17,0,16,1,2,15,0,0,0,1,3.0
41020014011P5,2019,24,3,20,11,9,20,0,4,0,16,20,0,19,1,2,18,0,0,0,1,3.0
41024010002P5,2016,12,3,11,1,10,11,0,10,1,0,10,1,9,2,4,0,7,0,0,1,3.0
41024010002P5,2017,12,3,13,2,11,13,0,8,5,0,12,1,11,2,5,0,8,0,0,1,3.0
41024010002P5,2018,12,3,14,2,12,14,0,8,6,0,13,1,12,2,5,0,9,0,0,1,3.0
41024010002P5,2019,12,3,15,3,12,15,0,9,6,0,13,2,14,1,5,0,10,0,0,1,3.0
41025016001P1,2016,41,3,9,4,5,9,0,0,9,0,9,0,9,0,0,0,9,0,0,1,3.0
41025016001P1,2017,41,3,9,4,5,9,0,0,9,0,9,0,9,0,0,0,9,0,0,1,3.0
41025016001P1,2018,41,3,8,4,4,8,0,0,8,0,8,0,8,0,0,0,8,0,0,1,3.0
41025016001P1,2019,41,3,14,7,7,14,0,7,7,0,14,0,14,0,0,0,14,0,0,1,3.0
42001013001P5,2013,38,6,75,57,18,74,1,20,10,45,75,0,64,11,0,57,0,18,0,2,6.0
42001013001P5,2014,38,6,67,53,14,66,1,18,4,45,67,0,58,9,0,51,0,16,0,2,6.0
42001013001P5,2015,38,6,68,54,14,67,1,17,0,51,68,0,59,9,0,53,0,15,0,2,6.0
42001013001P5,2016,38,6,64,49,15,62,2,14,1,49,64,0,56,8,0,53,0,11,0,2,6.0
42001013001P5,2017,38,6,62,46,16,59,3,10,3,49,62,0,55,7,0,53,0,9,0,2,6.0
42001013001P5,2018,38,6,62,45,17,59,3,10,3,49,62,0,55,7,0,53,0,9,0,2,6.0
42001013001P5,2019,38,6,63,44,19,60,3,10,2,51,63,0,57,6,0,54,0,9,0,2,6.0
42001013002P1,2013,3,7,67,11,56,62,5,1,65,1,66,1,48,19,1,65,0,1,0,2,7.0
42001013002P1,2014,3,7,70,12,58,65,5,1,67,2,69,1,50,20,1,68,0,1,0,2,7.0
42001013002P1,2015,3,7,71,12,59,67,4,1,65,5,70,1,51,20,0,70,0,1,0,2,7.0
42001013002P1,2016,3,7,74,12,62,70,4,1,68,5,73,1,56,18,0,73,0,1,0,2,7.0
42001013002P1,2017,3,7,72,13,59,70,2,1,63,8,71,1,52,20,0,71,0,1,0,2,7.0
42001013002P1,2018,3,7,72,13,59,70,2,1,60,11,71,1,50,22,0,71,0,1,0,2,7.0
42001013002P1,2019,3,7,76,16,60,71,5,1,61,14,76,0,56,20,0,75,0,1,0,2,7.0
42001013003P8,2013,1,4,32,11,21,31,1,2,28,2,30,2,26,6,2,30,0,0,0,2,4.0
42001013003P8,2014,1,4,27,6,21,25,2,2,23,2,26,1,20,7,3,24,0,0,0,2,4.0
42001013003P8,2015,1,4,26,6,20,24,2,2,22,2,25,1,20,6,3,23,0,0,0,2,4.0
42001013003P8,2016,1,4,29,6,23,28,1,2,5,22,28,1,23,6,2,27,0,0,0,2,4.0
42001013003P8,2017,1,5,27,6,21,26,1,3,3,21,26,1,21,6,3,24,0,0,0,2,5.0
42001013003P8,2018,1,5,30,6,24,29,1,2,4,24,30,0,23,7,2,28,0,0,0,2,5.0
42001013003P8,2019,1,5,32,7,25,31,1,2,6,24,32,0,25,7,2,30,0,0,0,2,5.0
42001013004P4,2013,2,7,57,17,40,55,2,0,30,27,57,0,23,34,1,54,2,0,0,2,7.0
42001013004P4,2014,2,7,58,17,41,56,2,2,19,37,58,0,25,33,3,54,1,0,0,2,7.0
42001013004P4,2015,2,7,58,17,41,56,2,5,18,35,58,0,26,32,2,55,1,0,0,2,7.0
42001013004P4,2016,2,7,56,17,39,54,2,0,16,40,56,0,26,30,0,55,1,0,0,2,7.0
42001013004P4,2017,2,7,60,17,43,58,2,0,16,44,60,0,29,31,0,59,1,0,0,2,7.0
42001013004P4,2018,2,7,58,16,42,56,2,0,16,42,58,0,28,30,0,57,1,0,0,2,7.0
42001013004P4,2019,2,7,57,16,41,55,2,0,15,42,57,0,27,30,0,56,1,0,0,2,7.0
42001013005P0,2013,5,7,47,12,35,46,1,0,47,0,44,3,39,8,1,44,2,0,0,2,7.0
42001013005P0,2014,5,7,47,12,35,46,1,0,47,0,44,3,39,8,1,44,2,0,0,2,7.0
42001013005P0,2015,5,7,44,12,32,43,1,0,44,0,41,3,39,5,1,41,2,0,0,2,7.0
42001013005P0,2016,5,7,46,12,34,45,1,0,46,0,44,2,41,5,2,42,2,0,0,2,7.0
42001013005P0,2017,5,7,45,13,32,44,1,0,7,38,44,1,39,6,1,42,2,0,0,2,7.0
42001013005P0,2018,5,7,42,12,30,42,0,1,4,37,42,0,35,7,1,40,1,0,0,2,7.0
42001013005P0,2019,5,7,46,13,33,45,1,1,4,41,46,0,39,7,1,44,1,0,0,2,7.0
42001013006P7,2013,8,6,43,23,20,43,0,2,10,31,43,0,39,4,5,35,1,1,1,2,6.0
42001013006P7,2014,8,6,40,20,20,40,0,3,6,31,40,0,36,4,4,33,0,1,2,2,6.0
42001013006P7,2015,8,6,40,20,20,40,0,4,5,31,40,0,36,4,4,32,0,1,3,2,6.0
42001013006P7,2016,8,6,39,19,20,39,0,4,4,31,39,0,35,4,3,31,0,2,3,2,6.0
42001013006P7,2017,8,7,37,17,20,37,0,3,6,28,37,0,34,3,2,30,0,2,3,2,7.0
42001013006P7,2018,8,7,38,18,20,38,0,6,6,26,38,0,35,3,5,30,0,3,0,2,7.0
42001013006P7,2019,8,7,37,17,20,37,0,6,6,25,37,0,35,2,5,29,0,3,0,2,7.0
42001013007P3,2013,7,5,24,13,11,23,1,0,24,0,23,1,17,7,0,22,2,0,0,2,5.0
42001013007P3,2014,7,5,27,14,13,26,1,0,27,0,26,1,19,8,0,25,2,0,0,2,5.0
42001013007P3,2015,7,5,25,14,11,24,1,0,25,0,24,1,17,8,0,23,2,0,0,2,5.0
42001013007P3,2016,7,5,25,14,11,24,1,0,25,0,24,1,17,8,0,23,2,0,0,2,5.0
42001013007P3,2017,7,5,22,11,11,20,2,0,20,2,21,1,16,6,0,20,2,0,0,2,5.0
42001013007P3,2018,7,5,22,11,11,20,2,1,19,2,21,1,16,6,1,19,2,0,0,2,5.0
42001013007P3,2019,7,5,23,12,11,21,2,3,17,3,22,1,18,5,1,17,2,3,0,2,5.0
42001013008P0,2013,7,6,24,9,15,22,2,0,24,0,24,0,17,7,0,23,0,1,0,2,6.0
42001013008P0,2014,7,6,23,7,16,21,2,0,23,0,23,0,17,6,0,21,0,1,1,2,6.0
42001013008P0,2015,7,6,23,8,15,21,2,0,22,1,23,0,16,7,0,21,0,1,1,2,6.0
42001013008P0,2016,7,6,21,7,14,20,1,0,20,1,21,0,14,7,0,21,0,0,0,2,6.0
42001013008P0,2017,7,6,21,8,13,18,3,1,18,2,21,0,14,7,0,21,0,0,0,2,6.0
42001013008P0,2018,7,6,22,8,14,19,3,2,16,4,22,0,15,7,1,20,0,0,1,2,6.0
42001013008P0,2019,7,6,24,9,15,21,3,2,17,5,24,0,17,7,2,21,0,0,1,2,6.0
42001013009P6,2013,8,5,27,17,10,27,0,0,25,2,27,0,26,1,0,27,0,0,0,2,5.0
42001013009P6,2014,8,5,26,16,10,26,0,0,23,3,26,0,25,1,0,26,0,0,0,2,5.0
42001013009P6,2015,8,5,28,17,11,28,0,2,23,3,28,0,27,1,1,27,0,0,0,2,5.0
42001013009P6,2016,8,5,24,14,10,24,0,2,18,4,24,0,23,1,2,22,0,0,0,2,5.0
42001013009P6,2017,8,5,28,16,12,28,0,2,20,6,28,0,27,1,2,26,0,0,0,2,5.0
42001013009P6,2018,8,5,32,18,14,32,0,2,23,7,32,0,31,1,2,30,0,0,0,2,5.0
42001013009P6,2019,8,5,32,19,13,32,0,2,24,6,32,0,32,0,3,29,0,0,0,2,5.0
42001013010P4,2013,6,7,35,22,13,35,0,2,33,0,35,0,30,5,2,30,2,1,0,2,7.0
42001013010P4,2014,6,7,39,24,15,39,0,4,35,0,39,0,34,5,4,31,2,1,1,2,7.0
42001013010P4,2015,6,7,37,23,14,37,0,4,33,0,37,0,32,5,4,30,1,1,1,2,7.0
42001013010P4,2016,6,7,37,23,14,37,0,4,33,0,37,0,32,5,4,30,1,1,1,2,7.0
42001013010P4,2017,6,7,36,22,14,36,0,6,11,19,36,0,30,6,6,25,1,4,0,2,7.0
42001013010P4,2018,6,7,36,22,14,36,0,7,10,19,36,0,30,6,6,25,1,4,0,2,7.0
42001013010P4,2019,6,7,35,22,13,35,0,7,10,18,35,0,30,5,6,25,1,3,0,2,7.0
42001013011P0,2013,8,5,26,16,10,26,0,0,25,1,26,0,26,0,0,24,0,2,0,2,5.0
42001013011P0,2014,8,5,26,17,9,26,0,0,24,2,26,0,26,0,0,25,0,1,0,2,5.0
42001013011P0,2015,8,5,24,15,9,24,0,0,23,1,24,0,24,0,0,23,0,1,0,2,5.0
42001013011P0,2016,8,5,24,15,9,24,0,0,23,1,24,0,24,0,0,23,0,1,0,2,5.0
42001013011P0,2017,8,5,23,14,9,22,1,0,21,2,23,0,23,0,0,23,0,0,0,2,5.0
42001013011P0,2018,8,5,24,13,11,23,1,0,22,2,24,0,23,1,0,23,0,0,1,2,5.0
42001013011P0,2019,8,5,25,13,12,24,1,1,22,2,25,0,25,0,1,24,0,0,0,2,5.0
42001013012P7,2013,34,7,29,12,17,27,2,0,3,26,29,0,18,11,1,24,0,4,0,2,7.0
42001013012P7,2014,34,7,30,12,18,28,2,0,3,27,30,0,20,10,1,24,0,3,2,2,7.0
42001013012P7,2015,34,7,32,13,19,30,2,0,4,28,32,0,22,10,1,25,0,3,3,2,7.0
42001013012P7,2016,34,7,36,16,20,34,2,0,4,32,36,0,25,11,1,29,0,3,3,2,7.0
42001013012P7,2017,34,7,34,16,18,33,1,0,5,29,34,0,23,11,2,28,0,2,2,2,7.0
42001013012P7,2018,34,7,35,16,19,34,1,0,5,30,35,0,24,11,2,29,0,2,2,2,7.0
42001013012P7,2019,34,7,34,16,18,32,2,0,3,31,34,0,22,12,1,31,0,2,0,2,7.0
42001013013P3,2013,28,5,18,1,17,18,0,3,1,14,18,0,13,5,0,16,0,2,0,2,5.0
42001013013P3,2014,28,5,19,1,18,19,0,3,1,15,19,0,13,6,0,17,0,2,0,2,5.0
42001013013P3,2015,28,5,23,1,22,23,0,2,2,19,23,0,16,7,0,22,0,1,0,2,5.0
42001013013P3,2016,28,5,21,1,20,21,0,1,2,18,21,0,15,6,0,20,0,1,0,2,5.0
42001013013P3,2017,28,5,24,1,23,24,0,0,2,22,24,0,17,7,0,24,0,0,0,2,5.0
42001013013P3,2018,28,5,25,1,24,25,0,0,3,22,25,0,19,6,0,25,0,0,0,2,5.0
42001013013P3,2019,28,5,27,2,25,27,0,0,3,24,27,0,21,6,0,27,0,0,0,2,5.0
42001013014P0,2013,10,7,28,7,21,27,1,0,0,28,26,2,15,13,0,28,0,0,0,2,7.0
42001013014P0,2014,10,7,26,6,20,25,1,0,26,0,24,2,14,12,0,26,0,0,0,2,7.0
42001013014P0,2015,10,7,26,6,20,24,2,0,26,0,25,1,13,13,0,26,0,0,0,2,7.0
42001013014P0,2016,10,7,29,7,22,27,2,1,28,0,28,1,15,14,1,28,0,0,0,2,7.0
42001013014P0,2017,10,6,30,7,23,27,3,1,26,3,29,1,17,13,1,29,0,0,0,2,6.0
42001013014P0,2018,10,6,24,4,20,21,3,1,16,7,23,1,14,10,1,23,0,0,0,2,6.0
42001013014P0,2019,10,6,21,3,18,20,1,1,13,7,20,1,11,10,1,20,0,0,0,2,6.0
42001013015P6,2013,10,6,30,5,25,29,1,1,29,0,28,2,19,11,1,27,1,1,0,2,6.0
42001013015P6,2014,10,6,33,5,28,33,0,1,32,0,31,2,22,11,1,30,1,1,0,2,6.0
42001013015P6,2015,10,6,34,5,29,34,0,1,31,2,32,2,24,10,1,31,1,1,0,2,6.0
42001013015P6,2016,10,6,34,5,29,34,0,1,30,3,32,2,24,10,1,31,1,1,0,2,6.0
42001013015P6,2017,10,6,32,5,27,32,0,0,28,4,32,0,19,13,1,31,0,0,0,2,6.0
42001013015P6,2018,10,6,34,5,29,34,0,0,29,5,34,0,20,14,1,33,0,0,0,2,6.0
42001013015P6,2019,10,6,31,5,26,31,0,0,25,6,31,0,19,12,1,30,0,0,0,2,6.0
42001013016P2,2013,12,7,38,9,29,38,0,2,36,0,38,0,25,13,0,36,0,2,0,2,7.0
42001013016P2,2014,12,7,39,9,30,39,0,2,36,1,39,0,26,13,0,37,0,2,0,2,7.0
42001013016P2,2015,12,7,44,11,33,44,0,2,37,5,44,0,29,15,0,38,4,2,0,2,7.0
42001013016P2,2016,12,7,44,11,33,44,0,2,37,5,44,0,29,15,0,38,4,2,0,2,7.0
42001013016P2,2017,12,7,45,11,34,45,0,2,37,6,45,0,29,16,0,39,4,2,0,2,7.0
42001013016P2,2018,12,7,46,11,35,45,1,2,34,10,46,0,30,16,0,40,4,2,0,2,7.0
42001013016P2,2019,12,7,51,11,40,50,1,2,37,12,51,0,36,15,0,44,5,2,0,2,7.0
42001013017P9,2013,15,5,28,10,18,27,1,3,25,0,28,0,26,2,0,21,6,0,1,2,5.0
42001013017P9,2014,15,5,28,11,17,27,1,3,25,0,28,0,25,3,0,21,6,0,1,2,5.0
42001013017P9,2015,15,5,29,11,18,28,1,4,25,0,29,0,26,3,1,21,6,0,1,2,5.0
42001013017P9,2016,15,5,27,10,17,26,1,4,23,0,27,0,24,3,1,20,6,0,0,2,5.0
42001013017P9,2017,15,6,33,12,21,32,1,6,27,0,33,0,30,3,4,23,6,0,0,2,6.0
42001013017P9,2018,15,6,34,12,22,33,1,7,27,0,34,0,31,3,7,23,4,0,0,2,6.0
42001013017P9,2019,15,6,35,12,23,34,1,9,25,1,35,0,31,4,7,21,6,0,1,2,6.0
42001013018P5,2013,15,3,18,7,11,17,1,1,17,0,18,0,18,0,1,16,1,0,0,2,3.0
42001013018P5,2014,15,3,18,7,11,17,1,1,17,0,18,0,18,0,1,16,1,0,0,2,3.0
42001013018P5,2015,15,3,21,9,12,19,2,5,16,0,21,0,21,0,2,16,3,0,0,2,3.0
42001013018P5,2016,15,3,20,9,11,19,1,6,14,0,20,0,20,0,2,15,3,0,0,2,3.0
42001013018P5,2017,15,4,20,9,11,19,1,9,11,0,20,0,20,0,2,14,4,0,0,2,4.0
42001013018P5,2018,15,4,21,9,12,20,1,11,10,0,21,0,21,0,2,15,4,0,0,2,4.0
42001013018P5,2019,15,4,22,10,12,21,1,10,11,1,22,0,22,0,2,16,3,0,1,2,4.0
42001013020P0,2013,15,4,21,7,14,21,0,0,21,0,21,0,19,2,0,17,4,0,0,2,4.0
42001013020P0,2014,15,4,21,9,12,21,0,0,21,0,21,0,19,2,0,18,3,0,0,2,4.0
42001013020P0,2015,15,4,21,9,12,21,0,0,20,1,21,0,19,2,1,16,3,0,1,2,4.0
42001013020P0,2016,15,4,22,10,12,22,0,1,20,1,22,0,20,2,1,17,3,0,1,2,4.0
42001013020P0,2017,15,3,23,8,15,23,0,3,19,1,22,1,21,2,1,18,4,0,0,2,3.0
42001013020P0,2018,15,3,22,7,15,22,0,5,16,1,21,1,20,2,1,17,4,0,0,2,3.0
42001013020P0,2019,15,3,23,7,16,23,0,6,14,3,23,0,21,2,2,17,4,0,0,2,3.0
42001013023P9,2013,19,7,39,25,14,38,1,0,39,0,39,0,27,12,0,39,0,0,0,2,7.0
42001013023P9,2014,19,7,38,25,13,37,1,0,38,0,38,0,26,12,0,38,0,0,0,2,7.0
42001013023P9,2015,19,7,38,26,12,38,0,0,38,0,38,0,28,10,0,38,0,0,0,2,7.0
42001013023P9,2016,19,7,40,26,14,40,0,1,5,34,40,0,29,11,0,40,0,0,0,2,7.0
42001013023P9,2017,19,7,41,27,14,41,0,1,5,35,41,0,30,11,0,41,0,0,0,2,7.0
42001013023P9,2018,19,7,41,27,14,41,0,1,5,35,41,0,31,10,0,41,0,0,0,2,7.0
42001013023P9,2019,19,7,40,26,14,40,0,1,5,34,40,0,30,10,0,40,0,0,0,2,7.0
42001013025P1,2013,27,5,51,20,31,51,0,1,48,2,51,0,34,17,0,49,0,2,0,2,5.0
42001013025P1,2014,27,5,53,22,31,53,0,1,50,2,53,0,36,17,0,51,0,2,0,2,5.0
42001013025P1,2015,27,5,52,22,30,52,0,1,47,4,52,0,36,16,0,50,0,2,0,2,5.0
42001013025P1,2016,27,5,53,21,32,53,0,0,43,10,53,0,38,15,0,52,0,1,0,2,5.0
42001013025P1,2017,27,5,58,23,35,58,0,0,40,18,58,0,41,17,0,57,0,1,0,2,5.0
42001013025P1,2018,27,5,52,21,31,52,0,1,37,14,52,0,36,16,0,51,0,1,0,2,5.0
42001013025P1,2019,27,5,48,20,28,48,0,0,36,12,48,0,32,16,0,48,0,0,0,2,5.0
42001013026P8,2013,30,6,23,10,13,23,0,0,8,15,22,1,17,6,0,23,0,0,0,2,6.0
42001013026P8,2014,30,6,23,11,12,23,0,0,7,16,22,1,17,6,0,22,0,0,1,2,6.0
42001013026P8,2015,30,6,24,11,13,24,0,0,6,18,23,1,19,5,0,23,0,0,1,2,6.0
42001013026P8,2016,30,6,22,10,12,22,0,0,5,17,21,1,18,4,0,21,0,0,1,2,6.0
42001013026P8,2017,30,6,22,10,12,22,0,4,2,16,21,1,18,4,0,17,0,4,1,2,6.0
42001013026P8,2018,30,6,24,11,13,24,0,5,2,17,24,0,18,6,0,18,0,5,1,2,6.0
42001013026P8,2019,30,6,21,10,11,21,0,3,2,16,21,0,16,5,0,18,0,3,0,2,6.0
42001013030P5,2013,24,5,33,7,26,33,0,0,3,30,33,0,23,10,0,33,0,0,0,2,5.0
42001013030P5,2014,24,5,32,7,25,32,0,0,1,31,32,0,23,9,0,32,0,0,0,2,5.0
42001013030P5,2015,24,5,32,6,26,32,0,0,1,31,32,0,23,9,0,32,0,0,0,2,5.0
42001013030P5,2016,24,5,35,6,29,35,0,0,1,34,35,0,24,11,0,35,0,0,0,2,5.0
42001013030P5,2017,24,6,32,4,28,32,0,0,1,31,32,0,21,11,0,32,0,0,0,2,6.0
42001013030P5,2018,24,6,31,4,27,31,0,0,1,30,31,0,20,11,0,31,0,0,0,2,6.0
42001013030P5,2019,24,6,36,7,29,36,0,0,2,34,36,0,26,10,0,36,0,0,0,2,6.0
42001013031P1,2013,41,6,67,46,21,65,2,0,64,3,66,1,55,12,1,62,1,1,2,2,6.0
42001013031P1,2014,41,6,65,45,20,64,1,0,62,3,64,1,54,11,1,61,1,1,1,2,6.0
42001013031P1,2015,41,6,67,47,20,66,1,0,61,6,66,1,56,11,2,63,1,1,0,2,6.0
42001013031P1,2016,41,6,66,46,20,65,1,0,60,6,66,0,55,11,2,62,1,1,0,2,6.0
42001013031P1,2017,41,7,80,57,23,79,1,2,59,19,80,0,65,15,4,73,1,2,0,2,7.0
42001013031P1,2018,41,7,75,53,22,74,1,1,55,19,75,0,62,13,3,69,1,2,0,2,7.0
42001013031P1,2019,41,7,77,52,25,76,1,2,53,22,77,0,65,12,4,70,1,2,0,2,7.0
42001013032P8,2013,33,6,23,6,17,23,0,1,21,1,23,0,15,8,0,22,0,1,0,2,6.0
42001013032P8,2014,33,6,23,6,17,23,0,1,21,1,23,0,15,8,0,22,0,1,0,2,6.0
42001013032P8,2015,33,6,22,7,15,22,0,1,18,3,22,0,14,8,0,21,0,1,0,2,6.0
42001013032P8,2016,33,6,24,8,16,22,2,1,18,5,24,0,14,10,2,21,0,1,0,2,6.0
42001013032P8,2017,33,5,25,8,17,23,2,2,1,22,25,0,14,11,3,21,0,0,1,2,5.0
42001013032P8,2018,33,5,26,8,18,24,2,3,1,22,26,0,15,11,4,21,0,0,1,2,5.0
42001013032P8,2019,33,5,23,7,16,22,1,1,1,21,23,0,16,7,1,22,0,0,0,2,5.0
42001013033P4,2013,39,5,28,6,22,28,0,6,22,0,28,0,21,7,5,22,0,1,0,2,5.0
42001013033P4,2014,39,5,28,6,22,28,0,7,20,1,28,0,22,6,6,22,0,0,0,2,5.0
42001013033P4,2015,39,5,30,9,21,30,0,7,19,4,30,0,22,8,6,24,0,0,0,2,5.0
42001013033P4,2016,39,5,25,8,17,25,0,2,19,4,25,0,18,7,2,23,0,0,0,2,5.0
42001013033P4,2017,39,5,24,8,16,23,1,3,17,4,24,0,17,7,3,21,0,0,0,2,5.0
42001013033P4,2018,39,4,28,8,20,21,7,7,17,4,28,0,15,13,7,21,0,0,0,2,4.0
42001013033P4,2019,39,4,26,7,19,24,2,4,18,4,26,0,18,8,3,23,0,0,0,2,4.0
42001013034P0,2013,35,7,19,11,8,19,0,1,18,0,19,0,9,10,0,18,0,1,0,2,7.0
42001013034P0,2014,35,7,19,11,8,19,0,1,18,0,19,0,9,10,0,18,0,1,0,2,7.0
42001013034P0,2015,35,7,18,11,7,18,0,1,17,0,18,0,9,9,0,17,0,1,0,2,7.0
42001013034P0,2016,35,7,20,11,9,20,0,1,19,0,20,0,11,9,0,19,0,1,0,2,7.0
42001013034P0,2017,35,7,20,11,9,20,0,2,16,2,20,0,11,9,1,17,0,2,0,2,7.0
42001013034P0,2018,35,6,22,12,10,21,1,2,16,4,21,1,12,10,1,18,0,3,0,2,6.0
42001013034P0,2019,35,6,23,13,10,22,1,2,16,5,23,0,13,10,1,19,0,3,0,2,6.0
42001013035P7,2013,42,5,34,9,25,34,0,0,0,34,33,1,21,13,0,34,0,0,0,2,5.0
42001013035P7,2014,42,5,35,9,26,35,0,0,34,1,34,1,22,13,0,35,0,0,0,2,5.0
42001013035P7,2015,42,5,36,10,26,36,0,0,33,3,35,1,22,14,0,36,0,0,0,2,5.0
42001013035P7,2016,42,5,35,11,24,35,0,0,35,0,34,1,22,13,0,35,0,0,0,2,5.0
42001013035P7,2017,42,5,33,10,23,33,0,0,31,2,32,1,21,12,0,33,0,0,0,2,5.0
42001013035P7,2018,42,5,29,9,20,29,0,0,27,2,28,1,19,10,0,29,0,0,0,2,5.0
42001013035P7,2019,42,5,27,9,18,27,0,0,25,2,26,1,19,8,0,27,0,0,0,2,5.0
42001013036P3,2013,23,6,24,8,16,24,0,1,23,0,22,2,20,4,1,22,1,0,0,2,6.0
42001013036P3,2014,23,6,24,8,16,24,0,1,23,0,22,2,20,4,1,22,1,0,0,2,6.0
42001013036P3,2015,23,6,24,9,15,24,0,1,21,2,22,2,20,4,1,22,1,0,0,2,6.0
42001013036P3,2016,23,6,20,7,13,20,0,1,16,3,19,1,17,3,1,19,0,0,0,2,6.0
42001013036P3,2017,23,6,22,7,15,22,0,1,15,6,21,1,18,4,1,21,0,0,0,2,6.0
42001013036P3,2018,23,6,20,6,14,20,0,1,13,6,20,0,15,5,1,19,0,0,0,2,6.0
42001013036P3,2019,23,6,19,6,13,19,0,1,12,6,19,0,14,5,1,18,0,0,0,2,6.0
42001013037P0,2013,42,6,14,1,13,14,0,1,13,0,14,0,8,6,0,13,0,1,0,2,6.0
42001013037P0,2014,42,6,14,1,13,14,0,1,13,0,14,0,8,6,0,13,0,1,0,2,6.0
42001013037P0,2015,42,6,14,1,13,14,0,1,13,0,14,0,8,6,0,13,0,1,0,2,6.0
